1_op_prefix_bad_luck.wav,"that's another deleted lap, track limits"
11.wav,"watch those track limits, they'll delete this lap"
16.wav,"come on, keep it between the white lines, this lap won't count"
18.wav,"this lap will be deleted, watch those track limits"
2_op_prefix_bad_luck.wav,"we've got to pay attention to the track limits"
23.wav,"come on, watch those track limits, this lap will be deleted"
3_op_prefix_oh_dear.wav,"track limits, come on"
4.wav,"watch those track limits"
4_op_prefix_oh_dear.wav,"you keep cutting, come on, track limits"
5.wav,"track limits, come on, keep it between the white lines"
7.wav,"track limits, come on, this lap won't count"
sweary_1.wav,"just watch these fucking track limits"
sweary_2.wav,"ah shit, man, that's another lap deleted, track limits"
sweary_3.wav,"come on, watch these fucking track limits"
sweary_4.wav,"come on, track limits, you're starting to take the piss now"
