1.wav,"you've really gotta pay attention to these track limits"
1_op_prefix_ok.wav,"we're still cutting, get on top of it, please"
10.wav,"track limits, come on, keep it between the white lines"
11.wav,"come on, track limits"
12_op_prefix_oh_dear.wav,"come on, track limits"
18.wav,"watch the track limits"
2.wav,"come on, stop cutting"
2_op_suffix_please.wav,"stop this persistent cutting"
23.wav,"watch those track limits"
3.wav,"track limits, please, we don't want a penalty"
3_rq_suffix_please.wav,"pay more attention to track limits"
4.wav,"you've cut the track again, concentrate"
4_op_prefix_oh_dear.wav,"start taking these track limits seriously"
5.wav,"come on, get it together, you keep cutting"
5_op_prefix_oh_dear.wav,"if you don't stop cutting we will get a penalty"
6.wav,"track limits, again"
6_op_prefix_oh_dear.wav,"please watch the track limits"
7.wav,"the stewards have warned us again, track limits"
8.wav,"we've had another warning about track limits"
9.wav,"we've had another track limits warning"
sweary_1.wav,"come on I'm sick of telling you, watch the bloody track limits"
sweary_2.wav,"you've cut again, stop taking the piss"
sweary_3.wav,"shit, man, that's another cut, come on, track limits"
