1.wav,"that's another cut, this lap will be deleted"
1_op_prefix_ok.wav,"that's another cut, track limits"
13.wav,"the stewards have warned us for cutting the track, they'll delete this lap"
14.wav,"this lap will be deleted, watch the track limits"
17.wav,"this lap won't count, watch those track limits"
2.wav,"track limits, they'll delete this lap"
2_rq_suffix_please.wav,"watch these track limits"
22.wav,"track limits, the lap won't count"
3.wav,"come on, track limits, that's another cut"
3_op_suffix_please.wav,"stay within the track limits"
4.wav,"you've gone out of track limits again, they'll delete this lap"
4_op_suffix_please.wav,"they'll delete this lap, stay within the track limits"
5.wav,"keep it between the white lines"
6.wav,"watch those track limits"
8.wav,"this lap won't count, track limits"
