1.wav,"come on, at least try and keep it on the track"
1_op_prefix_oh_dear.wav,"lap deleted, this is getting silly"
15_op_prefix_oh_dear.wav,"come on, keep it between the lines, they'll delete this lap"
19_op_prefix_oh_dear.wav,"come on, man, watch them track limits, this lap won't count"
2.wav,"another lap deleted, pay attention"
2_op_prefix_oh_dear.wav,"track limits, what the hell's wrong with you"
3.wav,"track limits, again"
3_op_prefix_oh_dear.wav,"track limits, come on, concentrate"
4.wav,"come on, you're still cutting, track limits"
9_op_prefix_oh_dear.wav,"track limits, come on, this lap will be deleted"
sweary_5.wav,"come on, track limits, you're taking the absolute piss now"
sweary_6.wav,"come on, this is bollocks, stop cutting"
sweary_7.wav,"stop fucking cutting"
sweary_8.wav,"bloody hell, man, track limits, come on"
